name_translations,city_code,country_code,time_zone,code,iata_type,name,coordinates,flightable
{'en': 'Santiago Del Estero Airport'},SDE,AR,America/Argentina/Cordoba,SDE,airport,Santiago Del Estero Airport,"{'lat': -27.765278, 'lon': -64.32222}",True
{'en': 'Halmstad Airport'},HAD,SE,Europe/Stockholm,HAD,airport,Halmstad Airport,"{'lat': 56.680935, 'lon': 12.815005}",True
{'en': 'Potosi'},POI,BO,America/La_Paz,POI,airport,Potosi,"{'lat': -19.543056, 'lon': -65.72361}",False
{'en': 'Marguerite Bay'},RTE,US,America/Anchorage,RTE,airport,Marguerite Bay,"{'lat': 55.7, 'lon': -131.63333}",False
{'en': 'Gunnison Airport'},GUC,US,America/Denver,GUC,airport,Gunnison Airport,"{'lat': 38.53389, 'lon': -106.93889}",True
{'en': 'Wyndham'},WYN,AU,Australia/Perth,WYN,airport,Wyndham,"{'lat': -15.507222, 'lon': 128.1375}",False
{'en': 'Skagit Regional'},MVW,US,America/Los_Angeles,MVW,airport,Skagit Regional,"{'lat': 48.416668, 'lon': -122.333336}",False
{'en': 'Atocha Railway St.'},MAD,ES,Europe/Madrid,XOC,railway,Atocha Railway St.,"{'lat': 40.4166909, 'lon': -3.7003454}",True
{'en': 'Montpellier Railway'},MPL,FR,Europe/Paris,XPJ,railway,Montpellier Railway,"{'lat': 43.610769, 'lon': 3.876716}",True
{'en': 'Burundai'},ALA,KZ,Asia/Almaty,BXJ,airport,Burundai,"{'lat': 43.5, 'lon': 76.95}",False
{'en': 'Yellowstone Airport'},WYS,US,America/Denver,WYS,airport,Yellowstone Airport,"{'lat': 44.68667, 'lon': -111.10472}",True
{'en': 'Bacau Airport'},BCM,RO,Europe/Bucharest,BCM,airport,Bacau Airport,"{'lat': 46.59861, 'lon': 26.881945}",True
{'en': 'Coventry Airport'},CVT,GB,Europe/London,CVT,airport,Coventry Airport,"{'lat': 52.369167, 'lon': -1.478611}",True
{'en': 'Sassandra'},ZSS,CI,Africa/Abidjan,ZSS,airport,Sassandra,"{'lat': 4.924444, 'lon': -6.135556}",False
{'en': 'Playa Grande'},PKJ,GT,America/Guatemala,PKJ,airport,Playa Grande,"{'lat': 15.6425, 'lon': -90.76195}",False
{'en': 'Rybinsk'},RYB,RU,Europe/Moscow,RYB,airport,Rybinsk,"{'lat': 58.13333, 'lon': 38.86667}",False
{'en': 'North Perry'},HWO,US,America/New_York,HWO,airport,North Perry,"{'lat': 26, 'lon': -80.15}",False
{'en': 'Malcolm Mckinnon'},SSI,US,America/New_York,SSI,airport,Malcolm Mckinnon,"{'lat': 31.165916, 'lon': -81.46347}",False
{'en': 'Saint Gatien Airport'},DOL,FR,Europe/Paris,DOL,airport,Saint Gatien Airport,"{'lat': 49.362778, 'lon': 0.164167}",True
{'en': 'Aratika-Nord'},RKA,PF,Pacific/Tahiti,RKA,airport,Aratika-Nord,"{'lat': -15.485299, 'lon': -145.46887}",False
{'en': 'Wollaston Lake'},ZWL,CA,America/Regina,ZWL,airport,Wollaston Lake,"{'lat': 58.1, 'lon': -103.183334}",True
{'en': 'Kamarang'},KAR,GY,America/Guyana,KAR,airport,Kamarang,"{'lat': 5.883333, 'lon': -60.61667}",False
{'en': 'Biaru'},BRP,PG,Pacific/Port_Moresby,BRP,airport,Biaru,"{'lat': -7.533333, 'lon': 146.7}",False
{'en': 'Dorval Railway Station'},YMQ,CA,America/Montreal,XAX,railway,Dorval Railway Station,"{'lat': 45.5088889, 'lon': -73.5541667}",True
{'en': 'Manono'},MNO,CD,Africa/Lubumbashi,MNO,airport,Manono,"{'lat': -7.288056, 'lon': 27.393888}",False
{'en': 'Antsohihy'},WAI,MG,Indian/Antananarivo,WAI,airport,Antsohihy,"{'lat': -14.916667, 'lon': 47.95}",False
{'en': 'Robert (Bob) Curtis Memorial Airport'},ORV,US,America/Anchorage,ORV,airport,Robert (Bob) Curtis Memorial Airport,"{'lat': 66.82917, 'lon': -161.0236}",True
{'en': 'Hana Airport'},HNM,US,Pacific/Honolulu,HNM,airport,Hana Airport,"{'lat': 20.795834, 'lon': -156.01889}",True
{'en': 'Carimagua'},CCO,CO,America/Bogota,CCO,airport,Carimagua,"{'lat': 4.566667, 'lon': -71.333336}",False
{'en': 'Novato'},NOT,US,America/Los_Angeles,NOT,airport,Novato,"{'lat': 38.143333, 'lon': -122.55583}",False
{'en': 'Tekin'},TKW,PG,Pacific/Port_Moresby,TKW,airport,Tekin,"{'lat': -5.25, 'lon': 142.15}",False
{'en': 'Malam'},MQO,PG,Pacific/Port_Moresby,MQO,airport,Malam,"{'lat': -8.703889, 'lon': 142.65111}",False
{'en': 'Matsu Beigan Airport'},MFK,TW,Asia/Taipei,MFK,airport,Matsu Beigan Airport,"{'lat': 26.166668, 'lon': 119.916664}",True
{'en': 'Mendeleyevo Airport'},DEE,RU,Asia/Sakhalin,DEE,airport,Mendeleyevo Airport,"{'lat': 43.9584, 'lon': 145.683}",True
{'en': 'Moranbah Airport'},MOV,AU,Australia/Brisbane,MOV,airport,Moranbah Airport,"{'lat': -22.06057, 'lon': 148.07442}",True
{'en': 'Kuujjuarapik Airport'},YGW,CA,America/Montreal,YGW,airport,Kuujjuarapik Airport,"{'lat': 55.279167, 'lon': -77.76667}",True
{'en': 'Samaná El Catey International'},AZS,DO,America/Santo_Domingo,AZS,airport,Samaná El Catey International,"{'lat': 19.270555, 'lon': -69.736946}",True
{'en': 'Otjiwarongo'},OTJ,NA,Africa/Windhoek,OTJ,airport,Otjiwarongo,"{'lat': -20.430555, 'lon': 16.6625}",False
{'en': 'Masamba'},MXB,ID,Asia/Makassar,MXB,airport,Masamba,"{'lat': -2.333333, 'lon': 120.333336}",False
{'en': 'Louis Trichardt'},LCD,ZA,Africa/Johannesburg,LCD,airport,Louis Trichardt,"{'lat': -23.016666, 'lon': 29.716667}",False
{'en': 'Downtown Manhattan Heliport'},NYC,US,America/New_York,JRB,heliport,Downtown Manhattan Heliport,"{'lat': 40.704166, 'lon': -74.00833}",False
{'en': 'Chuja Heliport'},CJU,KR,Asia/Seoul,JCJ,heliport,Chuja Heliport,"{'lat': 33.944443, 'lon': 126.32778}",False
{'en': 'Calicut International Airport'},CCJ,IN,Asia/Kolkata,CCJ,airport,Calicut International Airport,"{'lat': 11.14025, 'lon': 75.950584}",True
{'en': 'Roanoke-Blacksburg Regional Airport'},ROA,US,America/New_York,ROA,airport,Roanoke-Blacksburg Regional Airport,"{'lat': 37.32051, 'lon': -79.97038}",True
{'en': 'Zaporozhye Airport'},OZH,UA,Europe/Zaporozhye,OZH,airport,Zaporozhye Airport,"{'lat': 47.8675, 'lon': 35.315834}",False
{'en': 'Victoria Railway'},LON,GB,Europe/London,ZEP,railway,Victoria Railway,"{'lat': 51.51, 'lon': 0.06}",True
{'en': 'El Dorado'},EOR,VE,America/Caracas,EOR,airport,El Dorado,"{'lat': 6.733333, 'lon': -61.88333}",False
{'en': 'Ben Gurion International Airport'},TLV,IL,Asia/Jerusalem,TLV,airport,Ben Gurion International Airport,"{'lat': 32.000454, 'lon': 34.870743}",True
